id;fecha;tipo;distancia_km;duracion_min;calorias;fuente;nombre;estado
85;2025-02-15T18:00:06;Running;17.41;211.9;1.0;Garmin Cloud;;ADVERTENCIA (Sin Calorías)
114;2024-12-08T08:07:23;Running;14.33;140.5;1.0;Garmin Cloud;;ADVERTENCIA (Sin Calorías)
